serie;episode;episode_description;season
La Familia del Barrio;Especial AcaShore;La Familia del Barrio se va de vacaciones a Acapulco, invitados por Gaspar. Después de una gran borrachera en el Baby'O, el abuelo amanece en la casa de Acapulco Shore.;3
La Familia del Barrio;El campeón;Accidentalmente, el Abuelo descubre las habilidades boxísticas de Peluzín y se dedica a explotarlas. Mientras, el Noruego se embarca en la búsqueda de un nuevo hobbie.;3
La Familia del Barrio;La guayama;Camino a rentar una película, el Noruego adquiere una nueva mascota. En tanto, Peluzín tiene que mudarse de su departamento por falta de pago.;3
La Familia del Barrio;Olaf;El Noruego se topa con un niño de la calle con quien supuestamente mantiene un parentesco mientras que Peluzín organiza un negocio piramidal para aprovecharse de todos los del edificio.;4
La Familia del Barrio;¿Y dónde está Irma?;Un incidente hace que Irma revalore su vida y desaparezca. Mientras el Abuelo y el Noruego tratan de encontrarla, Gaspar y Jonathan tratan de encontrarle su lugar a Olaf en la familia.;4
La Familia del Barrio;La Guerra;Independientemente de resultado de las elecciones norteamericanas, Donald Trump decide declarale la guerra a México y LFDB se embarca en una misión especial para derrocar al tirano Trump.;4
La Familia del Barrio;La Visita Inesperada;Pitipú recibe una visita de su pasado el cual lleva muchos años tratando de dejar atrás, mientras que el Noruego se embarca en una búsqueda para conseguirle una madre a Olaf.;4
La Familia del Barrio;La Flor de Lupe;En una parodia de La Rosa de Guadalupe, el Abuelo es encarado por su familia para tratarse su adicción al sexo, mientras que Peluzín se aprovecha de Olaf para establecer un negocio ilícito en la escuela.;4
La Familia del Barrio;Especial Navidad;Una hilarante parodia de A Christmas Carol, en la que al Abuelo se le aparecen fantasmas del pasado presente y futuro. Olaf es Timmy y Peluzin el fantasma.;4
La Familia del Barrio;Lady Pantufla;Gaspar cansado de la ineficiencia y corrupción decide postularse como servidor público, mientras que Irma es grabada en una situación incómoda, convirtiéndose en una celebridad.;4
La Familia del Barrio;Voodoo;Pelúzín se roba un paquete de la puerta de Don Sebas, volteando a todo el edificio de cabeza, mientras Jonathan, cansado del bullying del Abuelo decide darle una lección.;4
La Familia del Barrio;Enojado;LFDB decide hacerle una intervención al Abuelo porque está mas hostil que nunca y quieren que busque tratamiento médico, mientras que Peluzín y Jonathan ayudan a Pitipú a conseguir su nacionalidad.;4
La Familia del Barrio;El Regreso de Papá;Despúes de una ardua búsqueda el Noruego encuentra a su padre, mientras que Jonathan ayuda a Peluzín a llevar una vida de bien.;4
La Familia del Barrio;Problemón Go;El Noruego decide recuperar a su antigua mascota tlacuache llamada Chofri, mientras que el Abuelo atraviesa por un lapso de demencia senil y depende de Gaspar salvarlo.;4
La Familia del Barrio;Zombies;Un extraño bebé aparece en la puerta de LFDB, quien viene acarreando una ola de destrucción. Ahora la salvación del mundo depende de la Familia del Barrio.;4
La Familia del Barrio;El Donador;El Abuelo consigue una ocupación donde se siente como pez en el agua, mientras que Peluzín entra en un proyecto experimental que le traerá muchos problemas a todos.;4
La Familia del Barrio;Gaspar Enamorado;Gaspar encuentra por fin el amor de manera inesperada mientras que el Pasita, triste por las limitaciones de su edad avanzada consigue la receta para la eterna juventud.;4
La Familia del Barrio;La Chamba;Frustrado por su trabajo, Gaspar busca apoyo en el Abuelo y el Noruego y termina accidentado. Mientras, gracias a la medicina experimental, Peluzín se convierte en el Dr Lambretón.;4
La Familia del Barrio;Pelu el Payaso;Pelu el Payaso le pide a Jony que sea su nuevo ayudante e inician una gira espectacular que da muchos frutos. Mientras tanto, el Noruego descubre su afición por los tatuajes.;4
La Familia del Barrio;El Lentejas;Peluzín adquiere una nueva mascota que revolucionará el vecindario. En tanto el Noruego y Gaspar intentan ayudar a el Lentejas a superar sus extrañas inclinaciones sexuales.;4
La Familia del Barrio;La Fundación;El Abuelo y el Noruego buscan nuevos horizontes a través de la creación de una fundación, mientras Peluzín cae en la cuenta de su soledad y sale a buscar amigos.;4
La Familia del Barrio;Sueño Americano;El Noruego aprende inglés y se prepara para vivir el sueño americano. En tanto, el Abuelo llega a un reencuentro con sus ex-compañeros de colegio y descubre una verdad sepultada por el tiempo.;4
La Familia del Barrio;Gasolinazo;"Peluzín tiene éxito con un nuevo método de protesta, mientras El Noruego y Jony dan sus primeros pasos en la ""cossa nostra""";4
La Familia del Barrio;Efecto Mariposa;La Familia abre un grupo de WhatsApp para estar más conectados pero este se sale de control, mientras que Peluzín aprrovecha una noticia de un asesinato para sacarle dinero a Pitipú.;4
La Familia del Barrio;Calentamiento Global;El calentamiento global trae consigo una mueva amenaza para la ciudad, mientras que Irma y Peluzín emprenden en un nuevo negocio, reclutando a varios amigos.;4
La Familia del Barrio;El Crédito;El Noruego milagrosamente logra que le den un crédito bancario, mientras que Peluzín se aprovecha de una muerte reciente dentro del edificio para su beneficio económico.;4
La Familia del Barrio;El Circo;El Noruego emprende en un nuevo negocio con pulgas, mientras que el Abuelo y Jonathan son tomados como rehenes por unos crimínales en un asalto al banco.;4
La Familia del Barrio;El día del Padre;Jonathan y Gaspar buscan darle una lección al Abuelo en en Día del Padre, mientras que el Noruego se siente que no es valorado por Olaf y junto con Peluzín deciden tomar cartas en el asunto.;4
La Familia del Barrio;Peladino;El Abuelo se topa un con Genio quien le conceda varios deseos, mientras que el Noruego decide lanzarle una fiesta sorpresa de cumpleaños a Olaf para que recupere su infancia perdida.;4
La Familia del Barrio;Pal' Gabacho;La compañía donde trabaja Gaspar atraviesa un recorte de personal pero él es de los pocos afortunados que se salva y es mandado a una capacitación a Estados Unidos, mientras que Peluzín toma el papel de Gaspar en México.;4
La Familia del Barrio;Juntos otra vez;Gaspar atraviesa una crisis en su periodo de entrenamiento en Estados Unidos, mientras que el resto de la familia decide alcanzar a Gaspar;4
La Familia del Barrio;Road Trip;El Noruego se enamora de la estatua de cera de Ivanka Trump y toda la familia decide hacer un viaje y atravesar todo el país en auto hasta Nueva York.;4
La Familia del Barrio;Nos vamos a New York;El Noruego decide ir a NY a conocer a la verdadera Ivanka pero en el camino el grupo se separa de el Abuelo y Peluzín.;4
La Familia del Barrio;La Gran Manzana;El Noruego sigue con su plan de casarse con la Ivanka de cera, mientras que el Abuelo y Peluzín afianzan su relación después de su gran viaje;4
La Familia del Barrio;El Regreso;La familia va a Washington a pedir la mano de Ivanka con un resultado inesperado, mientras que Johnny busca deshacer la relación enfermiza entre el Abuelo y Peluzín.;4
La Familia del Barrio;La Herencia;El Noruego recibe la sorpresa que después de una muchos años de crímenes su papá le deja un jugoso botín como herencia, mientras que Jonathan y Ortega buscan a un adulto que los lleve a la premier de la película del momento.;5
La Familia del Barrio;El Casting;El Noruego se muda a un lujoso departamento y se dedica a buscar a un nuevo roommate, mientras que El Abuelo y Jonathan se pelean por quedarse con el cuarto una vez que el Noruego dejo el departamento.;5
La Familia del Barrio;Vida de Crimen;Jonathan es admitido a una reconocida escuela privada y Gaspar al no poder cubrir los gastos decide aventurarse con Peluzín en unos negocios turbios, mientras el Noruego busca consejos por parte de su familia porque no esta contento.;5
La Familia del Barrio;El Hueso;El abuelo se ahoga con un hueso de pollo y LFDB se ve forzada a buscar ayuda de emergencia, mientras que el Noruego y Peluzín deciden ingresar a un gimnasio y competir por los resultados.;5
La Familia del Barrio;La Mataviejitas;El Abuelo se involucra sentimentalmente con la nueva roommate del Noruego, la cual esconde un oscuro secreto, mientras tanto Peluzín y Jony buscan lanzar a Olaf al estrellato.;5
La Familia del Barrio;¿Quién fue?;El Tenta-Culo celebra su aniversario y hace una gran fiesta donde invita a todos, desafortunadamente durante el evento sucede un crimen y nadie puede salir hasta encontrar al responsable.;5
La Familia del Barrio;La Familia de las Lomas;Gaspar y el Abuelo se topan con una familia muy peculiar, situación que el Abuelo busca aprovechar, mientras que Peluzín y Pitipu buscan curar a Don Sebas de una extraña adicción.;5
La Familia del Barrio;El Tigre;El noruego busca crear un vínculo de nuevo con su hijo Olaf por medio de un regalo, mientras que el Abuelo, Johnatan, Peluzín y todo el edificio están vueltos locos con los álbumes de estampitas del mundial 2018.;5
La Familia del Barrio;El Robot;El Noruego cansado de que todo mundo lo busque solo por su dinero busca a Pitipú para que le ayude a idear un plan, mientras que Peluzín se embarca en el mundo de la robótica.;5
La Familia del Barrio;La Luchadora;Ortega se va unos días a vivir con Jonathan y esto crea un conflicto con Olaf, mientras Irmita espera la visita de su prima a quien le esconde un gran secreto.;5
La Familia del Barrio;Desalojados;El edificio Pino es desalojado por causas de fuerza mayor y todos tienen que buscar donde vivir, mientras que el Abuelo se deja caer en una espiral descendente debido a su gran ego.;5
La Familia del Barrio;El Principio del Final;El Noruego está despilfarrando su fortuna peor que nunca, mientras que Pitipú, Don Sebas y Gaspar buscan solucionar el problema de plomería del edificio Pino.;5
La Familia del Barrio;El final del final;El Noruego busca desesperadamente una forma para recuperar su fortuna, mientras que el Abuelo se hace adicto al videojuego de moda.;5
La Familia del Barrio;Pobre otra vez;El Noruego todavía no puede asimilar que perdió toda su fortuna, mientras que el Abuelo malaconseja a Peluzín de cómo pagar la renta atrasada de su departamento.;5
La Familia del Barrio;El Club de la Pelea;Irma organiza un club de peleas clandestinas, mientras que Pitipú decepcionado de sus conocimientos Bíblicos, decide embarcarse en el camino del mal.;5
La Familia del Barrio;Micky;Pitipú busca ayudar a Don Sebas con su problema de peso, mientras que Peluzín y el Noruego buscan aprovecharse de un afamado cantante del edificio.;5
La Familia del Barrio;Contagiados;Un extraño virus se empieza a propagar, infectando a todos en el edificio, mientras que el Abuelo y Jonathan buscan revivir a Irmita después de que Peluzín la deja en coma.;5
La Familia del Barrio;Acapulco;"El colegio organiza un viaje todo pagado a Acapulco para reforzar la relación ""Padres e Hijos"", y todos buscan colarse a esa vacación, así tengan hijos o no. Al final la vacación no resulta como esperaban.";5
La Familia del Barrio;Mental;El Noruego descubre por accidente que cuenta con poderes mentales y decide aprovecharlos para su conveniencia, mientras que el Diablo sube del inframundo para buscar un nuevo asistente en Peluzín.;5
La Familia del Barrio;Suertudote;El Abuelo sufre un accidente y es llevado de emergencia al hospital pero no es posible la operación. Deciden esperar a que se cure solo, llevándose una sorpresa. Mientras tanto, Olaf decide pedirle ayuda escolar a Jonathan y termina por aprovecharse.;5
La Familia del Barrio;Célibe;El Noruego está cansado de la mala racha que ha tenido con las mujeres y busca el consejo de Pitipú, mientras que Peluzín le pide ayuda a Jonathan para poder encontrar a su verdadero padre.;5
La Familia del Barrio;Los Lambreton;Mientras que el Abuelo está vuelto loco por encontrar su revista favorita, Peluzín desentierra la verdad sobre su verdadera familia.;5
